month	day	value
17.0	21.0	91.0
17.0	22.0	147.91666666666666
17.0	23.0	49.458333333333336
17.0	24.0	58.125
17.0	25.0	100.29166666666667
17.0	26.0	97.45833333333333
17.0	27.0	88.17647058823529
17.0	28.0	160.0
17.0	29.0	196.33333333333334
0.0	0.0	0.0
18.0	0.0	98.54166666666667
18.0	1.0	104.04166666666667
18.0	2.0	88.0
18.0	3.0	112.25
18.0	4.0	122.66666666666667
18.0	5.0	98.29166666666667
18.0	6.0	102.625
18.0	7.0	77.91666666666667
18.0	8.0	87.875
18.0	9.0	97.41666666666667
18.0	10.0	98.25
18.0	11.0	106.125
18.0	12.0	61.25
18.0	13.0	73.54166666666667
18.0	14.0	66.875
18.0	15.0	55.375
18.0	16.0	61.458333333333336
18.0	17.0	59.625
18.0	18.0	99.625
18.0	19.0	45.041666666666664
18.0	20.0	57.833333333333336
18.0	21.0	67.86363636363636
18.0	22.0	75.79166666666667
18.0	23.0	96.20833333333333
18.0	24.0	82.79166666666667
18.0	25.0	56.083333333333336
18.0	26.0	70.33333333333333
18.0	27.0	93.52380952380952
18.0	28.0	58.38095238095238
18.0	29.0	88.54166666666667
18.0	30.0	70.45833333333333
19.0	0.0	67.875
19.0	1.0	70.0
19.0	2.0	97.70833333333333
19.0	3.0	68.78947368421052
19.0	4.0	55.833333333333336
19.0	5.0	69.20833333333333
19.0	6.0	47.25
19.0	7.0	52.166666666666664
19.0	8.0	73.04166666666667
19.0	9.0	95.33333333333333
19.0	10.0	79.45833333333333
19.0	11.0	65.26086956521739
19.0	12.0	64.125
19.0	13.0	73.125
19.0	14.0	57.583333333333336
19.0	15.0	64.95833333333333
19.0	16.0	61.625
19.0	17.0	54.625
19.0	18.0	36.166666666666664
19.0	19.0	44.083333333333336
19.0	20.0	68.54166666666667
19.0	21.0	66.95652173913044
19.0	22.0	53.166666666666664
19.0	23.0	67.95833333333333
19.0	24.0	40.17391304347826
19.0	25.0	30.5
19.0	26.0	35.458333333333336
19.0	27.0	36.0
19.0	28.0	29.25
19.0	29.0	30.291666666666668
19.0	30.0	33.791666666666664
20.0	0.0	30.25
20.0	1.0	57.333333333333336
20.0	2.0	90.16666666666667
20.0	3.0	79.91666666666667
20.0	4.0	58.916666666666664
20.0	5.0	84.54166666666667
20.0	6.0	72.5
20.0	7.0	80.625
20.0	8.0	128.375
20.0	9.0	108.79166666666667
20.0	10.0	76.41666666666667
20.0	11.0	74.29166666666667
20.0	12.0	98.0
20.0	13.0	126.69565217391305
20.0	14.0	153.08333333333334
20.0	15.0	165.91666666666666
20.0	16.0	76.125
20.0	17.0	56.15384615384615
20.0	18.0	49.91304347826087
20.0	19.0	65.08695652173913
20.0	20.0	82.625
20.0	21.0	108.5
20.0	22.0	148.375
20.0	23.0	158.66666666666666
20.0	24.0	135.08333333333334
20.0	25.0	106.25
20.0	26.0	92.45833333333333
20.0	27.0	44.833333333333336
20.0	28.0	94.1304347826087
20.0	29.0	126.58333333333333
0.0	0.0	0.0
21.0	0.0	185.79166666666666
21.0	1.0	200.54166666666666
21.0	2.0	106.625
21.0	3.0	61.27272727272727
21.0	4.0	66.08695652173913
21.0	5.0	62.083333333333336
21.0	6.0	69.58333333333333
21.0	7.0	42.0
21.0	8.0	87.25
21.0	9.0	123.79166666666667
21.0	10.0	116.75
21.0	11.0	98.0
21.0	12.0	184.79166666666666
21.0	13.0	102.83333333333333
21.0	14.0	121.95833333333333
21.0	15.0	99.17391304347827
21.0	16.0	93.33333333333333
21.0	17.0	115.375
21.0	18.0	231.58333333333334
21.0	19.0	90.83333333333333
21.0	20.0	86.29166666666667
21.0	21.0	53.958333333333336
21.0	22.0	59.333333333333336
21.0	23.0	105.5
21.0	24.0	148.54166666666666
21.0	25.0	75.05263157894737
21.0	26.0	103.54166666666667
21.0	27.0	47.0
21.0	28.0	60.095238095238095
21.0	29.0	93.41666666666667
21.0	30.0	44.666666666666664
22.0	0.0	93.83333333333333
22.0	1.0	134.29166666666666
22.0	2.0	225.04166666666666
22.0	3.0	304.3333333333333
22.0	4.0	169.58333333333334
22.0	5.0	77.45833333333333
22.0	6.0	118.54166666666667
22.0	7.0	74.08333333333333
22.0	8.0	102.29166666666667
22.0	9.0	172.6153846153846
22.0	10.0	217.33333333333334
22.0	11.0	78.33333333333333
22.0	12.0	169.95833333333334
22.0	13.0	148.70833333333334
22.0	14.0	65.45454545454545
22.0	15.0	187.04347826086956
22.0	16.0	137.04166666666666
22.0	17.0	328.6666666666667
22.0	18.0	209.0
22.0	19.0	71.04347826086956
22.0	20.0	46.416666666666664
22.0	21.0	43.958333333333336
22.0	22.0	74.125
22.0	23.0	93.16666666666667
22.0	24.0	220.375
22.0	25.0	260.9583333333333
22.0	26.0	137.625
22.0	27.0	119.58333333333333
22.0	28.0	116.625
22.0	29.0	180.70833333333334
0.0	0.0	0.0
23.0	0.0	72.58333333333333
23.0	1.0	153.29166666666666
23.0	2.0	292.0
23.0	3.0	307.85714285714283
23.0	4.0	60.333333333333336
23.0	5.0	167.47058823529412
23.0	6.0	121.0
23.0	7.0	123.33333333333333
23.0	8.0	58.291666666666664
23.0	9.0	133.25
23.0	10.0	226.66666666666666
23.0	11.0	289.2916666666667
23.0	12.0	70.4090909090909
23.0	13.0	62.541666666666664
23.0	14.0	83.375
23.0	15.0	194.33333333333334
23.0	16.0	277.3333333333333
23.0	17.0	371.75
23.0	18.0	314.0
23.0	19.0	430.04761904761904
23.0	20.0	453.1304347826087
23.0	21.0	136.35294117647058
23.0	22.0	57.625
23.0	23.0	118.66666666666667
23.0	24.0	198.70833333333334
23.0	25.0	108.375
23.0	26.0	92.41666666666667
23.0	27.0	124.86363636363636
23.0	28.0	70.72727272727273
23.0	29.0	221.16666666666666
23.0	30.0	363.0
24.0	0.0	221.6315789473684
24.0	1.0	301.55
24.0	2.0	347.2916666666667
24.0	3.0	303.8333333333333
24.0	4.0	150.625
24.0	5.0	135.70833333333334
24.0	6.0	244.58333333333334
24.0	7.0	212.75
24.0	8.0	48.52173913043478
24.0	9.0	79.08333333333333
24.0	10.0	155.16666666666666
24.0	11.0	101.08333333333333
24.0	12.0	61.56521739130435
24.0	13.0	61.458333333333336
24.0	14.0	80.75
24.0	15.0	147.08333333333334
24.0	16.0	196.625
24.0	17.0	99.66666666666667
24.0	18.0	76.70833333333333
24.0	19.0	43.125
24.0	20.0	74.0
24.0	21.0	53.125
24.0	22.0	152.5
24.0	23.0	219.79166666666666
24.0	24.0	334.0416666666667
24.0	25.0	324.2916666666667
24.0	26.0	78.20833333333333
24.0	27.0	188.91666666666666
24.0	28.0	96.73913043478261
24.0	29.0	51.875
24.0	30.0	96.08333333333333
25.0	0.0	62.125
25.0	1.0	137.79166666666666
25.0	2.0	225.29166666666666
25.0	3.0	256.7083333333333
25.0	4.0	118.04166666666667
25.0	5.0	53.833333333333336
25.0	6.0	108.41666666666667
25.0	7.0	96.95833333333333
25.0	8.0	42.041666666666664
25.0	9.0	43.791666666666664
25.0	10.0	84.20833333333333
25.0	11.0	196.75
25.0	12.0	193.375
25.0	13.0	161.91666666666666
25.0	14.0	333.0416666666667
25.0	15.0	243.125
25.0	16.0	59.75
25.0	17.0	121.04166666666667
25.0	18.0	186.41666666666666
25.0	19.0	67.25
25.0	20.0	97.54166666666667
25.0	21.0	149.83333333333334
25.0	22.0	46.791666666666664
25.0	23.0	81.58333333333333
25.0	24.0	57.458333333333336
25.0	25.0	88.125
25.0	26.0	166.375
25.0	27.0	140.375
