month	day	value
14.0	16.0	184.45833333333334
14.0	17.0	233.52173913043478
14.0	18.0	88.04166666666667
14.0	19.0	71.375
14.0	20.0	107.375
14.0	21.0	140.25
14.0	22.0	59.958333333333336
14.0	23.0	56.416666666666664
14.0	24.0	67.33333333333333
14.0	25.0	69.83333333333333
14.0	26.0	72.04166666666667
14.0	27.0	108.08333333333333
14.0	28.0	75.91304347826087
14.0	29.0	111.58333333333333
14.0	30.0	171.2608695652174
15.0	0.0	105.875
15.0	1.0	52.875
15.0	2.0	79.45833333333333
15.0	3.0	95.375
15.0	4.0	133.75
15.0	5.0	158.79166666666666
15.0	6.0	124.625
15.0	7.0	79.83333333333333
15.0	8.0	189.79166666666666
15.0	9.0	98.625
15.0	10.0	68.625
15.0	11.0	133.54166666666666
15.0	12.0	274.6666666666667
15.0	13.0	76.70833333333333
15.0	14.0	126.71428571428571
15.0	15.0	81.91304347826087
15.0	16.0	51.958333333333336
15.0	17.0	49.82608695652174
15.0	18.0	74.875
15.0	19.0	121.75
15.0	20.0	137.08333333333334
15.0	21.0	108.58333333333333
15.0	22.0	66.375
15.0	23.0	90.91666666666667
15.0	24.0	88.58333333333333
15.0	25.0	79.58333333333333
15.0	26.0	85.95454545454545
15.0	27.0	90.1304347826087
15.0	28.0	115.125
15.0	29.0	100.29166666666667
0.0	0.0	0.0
16.0	0.0	119.8695652173913
16.0	1.0	80.95833333333333
16.0	2.0	57.0
16.0	3.0	65.79166666666667
16.0	4.0	74.56521739130434
16.0	5.0	149.75
16.0	6.0	58.916666666666664
16.0	7.0	78.66666666666667
16.0	8.0	78.54166666666667
16.0	9.0	71.91666666666667
16.0	10.0	127.75
16.0	11.0	54.083333333333336
16.0	12.0	70.5
16.0	13.0	67.41666666666667
16.0	14.0	75.71428571428571
16.0	15.0	67.68181818181819
16.0	16.0	91.82608695652173
16.0	17.0	101.83333333333333
16.0	18.0	126.5909090909091
16.0	19.0	81.5
16.0	20.0	92.25
16.0	21.0	80.7
16.0	22.0	87.42857142857143
16.0	23.0	61.76470588235294
16.0	24.0	60.76923076923077
16.0	25.0	81.54166666666667
16.0	26.0	88.875
16.0	27.0	85.54166666666667
16.0	28.0	113.29166666666667
16.0	29.0	125.33333333333333
16.0	30.0	80.625
17.0	0.0	63.166666666666664
17.0	1.0	93.16666666666667
17.0	2.0	91.83333333333333
17.0	3.0	126.25
17.0	4.0	68.25
17.0	5.0	111.33333333333333
17.0	6.0	94.625
17.0	7.0	117.875
17.0	8.0	130.5
17.0	9.0	111.33333333333333
17.0	10.0	50.833333333333336
17.0	11.0	80.125
17.0	12.0	60.583333333333336
17.0	13.0	88.75
17.0	14.0	56.791666666666664
17.0	15.0	94.125
17.0	16.0	109.20833333333333
17.0	17.0	58.916666666666664
17.0	18.0	130.7826086956522
17.0	19.0	91.29166666666667
17.0	20.0	111.04166666666667
17.0	21.0	70.41666666666667
17.0	22.0	90.41666666666667
17.0	23.0	40.583333333333336
17.0	24.0	41.5
17.0	25.0	64.33333333333333
17.0	26.0	65.25
17.0	27.0	57.8235294117647
17.0	28.0	119.08333333333333
17.0	29.0	104.20833333333333
0.0	0.0	0.0
18.0	0.0	70.04166666666667
18.0	1.0	67.25
18.0	2.0	78.08333333333333
18.0	3.0	83.79166666666667
18.0	4.0	99.95833333333333
18.0	5.0	94.58333333333333
18.0	6.0	102.875
18.0	7.0	64.5
18.0	8.0	85.04166666666667
18.0	9.0	104.625
18.0	10.0	121.375
18.0	11.0	99.0
18.0	12.0	73.83333333333333
18.0	13.0	76.70833333333333
18.0	14.0	55.291666666666664
18.0	15.0	83.58333333333333
18.0	16.0	81.25
18.0	17.0	61.958333333333336
18.0	18.0	94.41666666666667
18.0	19.0	34.791666666666664
18.0	20.0	60.291666666666664
18.0	21.0	86.68181818181819
18.0	22.0	101.375
18.0	23.0	81.58333333333333
18.0	24.0	87.45833333333333
18.0	25.0	46.458333333333336
18.0	26.0	70.79166666666667
18.0	27.0	90.95238095238095
18.0	28.0	98.33333333333333
18.0	29.0	106.29166666666667
